date,store_id,product_id,on_hand_inventory,units_sold,price,promotion,holiday,day_of_week,lead_time_days,stockout_flag
2023-01-02,3,102,26,13,53.83,0,0,0,7,0
2023-01-02,3,103,22,14,52.95,0,0,0,3,0
2023-01-02,3,104,23,22,51.56,0,0,0,3,0
2023-01-02,3,105,28,16,54.61,0,0,0,3,0
2023-01-02,3,106,42,23,47.99,0,0,0,3,0
2023-01-02,3,107,35,35,58.15,0,0,0,5,1
2023-01-02,3,108,15,14,55.12,0,0,0,7,0
2023-01-02,3,109,35,22,51.04,0,0,0,7,0
2023-01-02,3,110,29,28,57.86,0,0,0,7,0
2023-01-03,1,101,61,26,51.02,0,0,1,3,0
2023-01-03,1,102,35,21,46.64,0,0,1,7,0
2023-01-03,1,103,36,30,54.94,0,0,1,5,0
2023-01-03,1,104,30,26,52.93,0,0,1,7,0
2023-01-03,1,105,26,23,53.12,0,0,1,7,0
2023-01-03,1,106,57,34,56.09,0,0,1,7,0
2023-01-03,1,107,82,31,56.83,0,0,1,5,0
2023-01-03,1,108,34,21,57.91,0,0,1,3,0
2023-01-03,1,109,38,25,57.18,0,0,1,5,0
2023-01-03,1,110,58,36,50.66,1,0,1,5,0
2023-01-03,2,101,54,42,55.37,0,0,1,5,0
2023-01-03,2,102,23,23,52.67,0,0,1,3,1
2023-01-03,2,103,33,18,55.66,0,0,1,3,0
2023-01-03,2,104,54,35,48.15,0,0,1,5,0
2023-01-03,2,105,43,27,56.43,0,0,1,3,0
2023-01-03,2,106,56,47,55.57,0,0,1,3,0
2023-01-03,2,107,84,40,49.13,0,0,1,5,0
2023-01-03,2,108,45,34,55.1,0,0,1,3,0
2023-01-03,2,109,51,19,55.47,0,0,1,3,0
2023-01-03,2,110,22,22,60.21,0,0,1,7,1
2023-01-03,3,101,50,29,46.18,0,0,1,3,0
2023-01-03,3,102,27,17,47.81,0,0,1,5,0
2023-01-03,3,103,31,15,55.6,0,0,1,3,0
2023-01-03,3,104,38,19,52.78,0,0,1,5,0
2023-01-03,3,105,8,8,51.09,0,0,1,7,1
2023-01-03,3,106,56,36,56.62,0,0,1,7,0
2023-01-03,3,107,57,39,48.26,0,0,1,3,0
2023-01-03,3,108,28,18,57.94,0,0,1,3,0
2023-01-03,3,109,22,16,58.71,0,0,1,7,0
2023-01-03,3,110,29,23,55.42,0,0,1,5,0
2023-01-04,1,101,51,37,46.48,0,0,2,5,0
2023-01-04,1,102,29,17,53.8,0,0,2,3,0
2023-01-04,1,103,34,22,51.67,0,0,2,7,0
2023-01-04,1,104,50,23,54.03,0,0,2,5,0
2023-01-04,1,105,40,20,50.08,0,0,2,3,0
2023-01-04,1,106,44,44,54.72,0,0,2,3,1
2023-01-04,1,107,76,34,48.54,0,0,2,3,0
2023-01-04,1,108,27,21,49.01,0,0,2,5,0
2023-01-04,1,109,67,34,55.61,1,0,2,3,0
2023-01-04,1,110,32,22,49.68,0,0,2,5,0
2023-01-04,2,101,87,43,54.85,0,0,2,5,0
2023-01-04,2,102,44,23,56.04,0,0,2,3,0
2023-01-04,2,103,48,30,55.34,0,0,2,7,0
2023-01-04,2,104,48,35,52.5,0,0,2,7,0
2023-01-04,2,105,31,26,52.62,0,0,2,7,0
2023-01-04,2,106,92,43,52.3,0,0,2,5,0
2023-01-04,2,107,57,43,57.2,0,0,2,5,0
2023-01-04,2,108,37,13,50.69,0,0,2,5,0
2023-01-04,2,109,50,25,55.54,0,0,2,7,0
2023-01-04,2,110,39,29,51.33,0,0,2,3,0
2023-01-04,3,101,37,30,51.72,0,0,2,7,0
2023-01-04,3,102,18,16,48.01,0,0,2,3,0
2023-01-04,3,103,27,13,48.24,0,0,2,3,0
2023-01-04,3,104,28,16,53.88,0,0,2,5,0
2023-01-04,3,105,31,17,56.93,0,0,2,5,0
2023-01-04,3,106,49,38,47.95,0,0,2,7,0
2023-01-04,3,107,56,32,54.26,0,0,2,3,0
2023-01-04,3,108,23,19,50.4,0,0,2,5,0
2023-01-04,3,109,21,21,55.4,0,0,2,7,1
2023-01-04,3,110,23,20,55.01,0,0,2,7,0
2023-01-05,1,101,45,39,49.56,0,0,3,7,0
2023-01-05,1,102,41,23,50.17,0,0,3,7,0
2023-01-05,1,103,26,26,52.94,0,0,3,5,1
2023-01-05,1,104,52,39,51.1,0,0,3,7,0
2023-01-05,1,105,39,37,54.92,0,0,3,3,0
2023-01-05,1,106,67,39,53.95,0,0,3,5,0
2023-01-05,1,107,55,46,49.08,0,0,3,7,0
2023-01-05,1,108,29,16,54.53,0,0,3,3,0
2023-01-05,1,109,32,30,59.64,0,0,3,7,0
2023-01-05,1,110,50,35,51.66,0,0,3,5,0
2023-01-05,2,101,95,43,55.22,0,0,3,7,0
2023-01-05,2,102,35,27,54.86,0,0,3,3,0
2023-01-05,2,103,43,31,46.9,0,0,3,7,0
2023-01-05,2,104,49,37,46.93,0,0,3,3,0
2023-01-05,2,105,54,26,49.56,0,0,3,7,0
2023-01-05,2,106,101,57,48.44,0,0,3,7,0
2023-01-05,2,107,102,44,56.92,0,0,3,7,0
2023-01-05,2,108,28,21,53.79,0,0,3,5,0
2023-01-05,2,109,30,30,58.03,0,0,3,5,1
2023-01-05,2,110,53,34,56.3,0,0,3,3,0
2023-01-05,3,101,49,42,51.99,0,0,3,3,0
2023-01-05,3,102,30,10,49.43,0,0,3,3,0
2023-01-05,3,103,20,14,50.08,0,0,3,5,0
2023-01-05,3,104,25,22,47.5,0,0,3,5,0
2023-01-05,3,105,26,16,47.69,0,0,3,7,0
2023-01-05,3,106,51,28,53.16,0,0,3,3,0
2023-01-05,3,107,63,33,55.78,0,0,3,3,0
2023-01-05,3,108,20,17,48.95,0,0,3,5,0
2023-01-05,3,109,25,17,59.63,0,0,3,7,0
2023-01-05,3,110,39,22,60.21,0,0,3,7,0
2023-01-06,1,101,100,46,50.57,0,0,4,5,0
2023-01-06,1,102,35,27,54.99,0,0,4,3,0
2023-01-06,1,103,55,31,50.29,0,0,4,3,0
2023-01-06,1,104,39,39,55.99,0,0,4,7,0
2023-01-06,1,105,55,19,56.75,0,0,4,5,0
2023-01-06,1,106,79,54,50.25,0,0,4,5,0
2023-01-06,1,107,57,57,50.1,0,0,4,3,1
2023-01-06,1,108,26,23,51.75,0,0,4,3,0
2023-01-06,1,109,38,23,49.77,0,0,4,3,0
2023-01-06,1,110,59,42,58.23,0,0,4,7,0
2023-01-06,2,101,77,64,53.49,0,0,4,5,0
2023-01-06,2,102,55,25,47.07,0,0,4,5,0
2023-01-06,2,103,50,37,52.24,0,0,4,3,0
2023-01-06,2,104,77,48,46.86,0,0,4,5,0
2023-01-06,2,105,58,40,48.98,0,0,4,3,0
2023-01-06,2,106,84,77,56.92,0,0,4,3,0
2023-01-06,2,107,69,68,54.04,0,0,4,7,0
2023-01-06,2,108,53,31,58.43,0,0,4,7,0
2023-01-06,2,109,59,32,52.24,0,0,4,7,0
2023-01-06,2,110,42,42,60.25,0,0,4,5,1
2023-01-06,3,101,73,45,46.71,0,0,4,7,0
2023-01-06,3,102,36,24,49.49,0,0,4,7,0
2023-01-06,3,103,33,17,52.82,0,0,4,7,0
2023-01-06,3,104,12,12,56.96,0,0,4,7,1
2023-01-06,3,105,37,20,51.04,0,0,4,7,0
2023-01-06,3,106,77,36,53.75,0,0,4,5,0
2023-01-06,3,107,46,46,55.17,0,0,4,3,1
2023-01-06,3,108,28,16,52.44,0,0,4,5,0
2023-01-06,3,109,41,34,52.27,0,0,4,7,0
2023-01-06,3,110,36,31,53.52,0,0,4,5,0
2023-01-07,1,101,106,39,51.41,0,0,5,3,0
2023-01-07,1,102,32,23,49.14,0,0,5,3,0
2023-01-07,1,103,46,31,53.21,0,0,5,5,0
2023-01-07,1,104,58,44,56.83,0,0,5,7,0
2023-01-07,1,105,46,30,53.09,0,0,5,3,0
2023-01-07,1,106,81,48,49.91,0,0,5,3,0
2023-01-07,1,107,93,65,50.62,0,0,5,7,0
2023-01-07,1,108,46,32,50.75,0,0,5,3,0
2023-01-07,1,109,41,37,57.01,0,0,5,3,0
2023-01-07,1,110,44,38,56.69,0,0,5,3,0
2023-01-07,2,101,109,81,50.65,0,0,5,7,0
2023-01-07,2,102,12,12,53.22,0,0,5,3,1
2023-01-07,2,103,55,35,50.99,0,0,5,7,0
2023-01-07,2,104,50,42,56.45,0,0,5,5,0
2023-01-07,2,105,53,40,53.62,0,0,5,3,0
2023-01-07,2,106,84,72,53.5,0,0,5,5,0
2023-01-07,2,107,127,78,57.66,0,0,5,3,0
2023-01-07,2,108,39,29,53.9,0,0,5,5,0
2023-01-07,2,109,61,34,56.48,0,0,5,7,0
2023-01-07,2,110,26,26,49.87,0,0,5,7,1
2023-01-07,3,101,75,47,50.9,0,0,5,7,0
2023-01-07,3,102,32,17,51.08,0,0,5,3,0
2023-01-07,3,103,38,23,51.43,0,0,5,3,0
2023-01-07,3,104,41,29,47.59,0,0,5,7,0
2023-01-07,3,105,42,22,47.8,0,0,5,7,0
2023-01-07,3,106,69,48,52.39,0,0,5,7,0
2023-01-07,3,107,78,36,52.86,0,0,5,3,0
2023-01-07,3,108,37,23,51.77,0,0,5,7,0
2023-01-07,3,109,31,23,58.29,0,0,5,5,0
2023-01-07,3,110,59,25,53.69,0,0,5,3,0
2023-01-08,1,101,56,52,46.52,0,0,6,5,0
2023-01-08,1,102,38,17,53.49,0,0,6,5,0
2023-01-08,1,103,31,27,47.0,0,0,6,5,0
2023-01-08,1,104,41,29,47.06,0,0,6,5,0
2023-01-08,1,105,27,27,56.95,0,0,6,5,1
2023-01-08,1,106,130,77,53.84,1,0,6,7,0
2023-01-08,1,107,37,37,52.69,0,0,6,3,1
2023-01-08,1,108,31,19,49.91,0,0,6,7,0
2023-01-08,1,109,42,28,50.34,0,0,6,7,0
2023-01-08,1,110,47,39,52.84,0,0,6,7,0
2023-01-08,2,101,64,64,54.1,0,0,6,5,0
2023-01-08,2,102,41,27,54.3,0,0,6,5,0
2023-01-08,2,103,42,35,51.09,0,0,6,7,0
2023-01-08,2,104,42,42,52.97,0,0,6,7,0
2023-01-08,2,105,62,26,49.61,0,0,6,5,0
2023-01-08,2,106,103,52,51.84,0,0,6,7,0
2023-01-08,2,107,95,73,51.57,0,0,6,7,0
2023-01-08,2,108,37,27,55.56,0,0,6,3,0
2023-01-08,2,109,44,29,49.75,0,0,6,5,0
2023-01-08,2,110,74,45,59.83,0,0,6,7,0
2023-01-08,3,101,60,46,52.05,0,0,6,3,0
2023-01-08,3,102,9,9,49.62,0,0,6,7,1
2023-01-08,3,103,38,18,49.64,0,0,6,3,0
2023-01-08,3,104,45,20,57.18,0,0,6,5,0
2023-01-08,3,105,25,23,48.55,0,0,6,3,0
2023-01-08,3,106,43,33,51.43,0,0,6,5,0
2023-01-08,3,107,66,39,54.95,0,0,6,7,0
2023-01-08,3,108,22,21,59.08,0,0,6,3,0
2023-01-08,3,109,35,20,51.71,0,0,6,3,0
2023-01-08,3,110,26,26,52.72,0,0,6,7,1
2023-01-09,1,101,61,33,45.63,0,0,0,7,0
2023-01-09,1,102,30,14,45.99,0,0,0,5,0
2023-01-09,1,103,36,25,48.84,0,0,0,5,0
2023-01-09,1,104,44,35,53.81,0,0,0,5,0
2023-01-09,1,105,38,20,52.75,0,0,0,3,0
2023-01-09,1,106,69,42,51.01,0,0,0,3,0
2023-01-09,1,107,65,39,51.5,0,0,0,5,0
2023-01-09,1,108,22,16,55.12,0,0,0,5,0
2023-01-09,1,109,26,13,50.29,0,0,0,3,0
2023-01-09,1,110,36,32,51.66,0,0,0,7,0
2023-01-09,2,101,68,44,47.36,0,0,0,3,0
2023-01-09,2,102,24,23,53.54,0,0,0,7,0
2023-01-09,2,103,36,26,55.63,0,0,0,3,0
2023-01-09,2,104,60,27,53.14,0,0,0,5,0
2023-01-09,2,105,38,30,50.82,0,0,0,5,0
2023-01-09,2,106,58,49,55.7,0,0,0,5,0
2023-01-09,2,107,94,37,48.91,0,0,0,3,0
2023-01-09,2,108,33,16,50.01,0,0,0,3,0
2023-01-09,2,109,6,6,54.53,0,0,0,5,1
2023-01-09,2,110,42,32,53.51,0,0,0,7,0
2023-01-09,3,101,44,44,47.76,0,0,0,5,0
2023-01-09,3,102,31,27,51.3,1,0,0,7,0
2023-01-09,3,103,30,14,49.68,0,0,0,5,0
2023-01-09,3,104,30,26,50.52,0,0,0,3,0
2023-01-09,3,105,25,24,52.95,0,0,0,5,0
2023-01-09,3,106,45,34,58.19,0,0,0,3,0
2023-01-09,3,107,63,29,49.27,0,0,0,3,0
2023-01-09,3,108,5,5,59.31,0,0,0,3,1
2023-01-09,3,109,20,20,50.08,0,0,0,3,1
2023-01-09,3,110,27,12,51.67,0,0,0,7,0
2023-01-10,1,101,66,29,53.7,0,0,1,3,0
2023-01-10,1,102,35,14,49.69,0,0,1,7,0
2023-01-10,1,103,41,22,54.18,0,0,1,5,0
2023-01-10,1,104,31,30,47.57,0,0,1,5,0
2023-01-10,1,105,41,20,49.91,0,0,1,7,0
2023-01-10,1,106,76,29,47.87,0,0,1,7,0
2023-01-10,1,107,45,45,54.42,0,0,1,3,0
2023-01-10,1,108,37,24,52.24,0,0,1,5,0
2023-01-10,1,109,26,19,55.06,0,0,1,5,0
2023-01-10,1,110,42,28,59.51,0,0,1,3,0
2023-01-10,2,101,59,43,48.79,0,0,1,7,0
2023-01-10,2,102,28,18,46.6,0,0,1,5,0
2023-01-10,2,103,44,24,55.34,0,0,1,5,0
2023-01-10,2,104,50,37,51.85,0,0,1,7,0
2023-01-10,2,105,28,21,50.88,0,0,1,5,0
2023-01-10,2,106,81,39,55.68,0,0,1,7,0
2023-01-10,2,107,53,34,55.28,0,0,1,3,0
2023-01-10,2,108,35,27,55.19,0,0,1,5,0
2023-01-10,2,109,28,28,55.3,0,0,1,7,1
2023-01-10,2,110,60,29,51.48,0,0,1,3,0
2023-01-10,3,101,52,48,46.0,0,0,1,7,0
2023-01-10,3,102,23,18,48.84,0,0,1,5,0
2023-01-10,3,103,19,19,46.5,0,0,1,7,1
2023-01-10,3,104,23,23,50.6,0,0,1,3,1
2023-01-10,3,105,24,15,53.69,0,0,1,3,0
2023-01-10,3,106,39,25,49.19,0,0,1,7,0
2023-01-10,3,107,34,33,54.28,0,0,1,7,0
2023-01-10,3,108,26,10,58.61,0,0,1,5,0
2023-01-10,3,109,19,13,54.55,0,0,1,7,0
2023-01-10,3,110,27,27,50.25,0,0,1,5,1
2023-01-11,1,101,61,36,52.6,0,0,2,3,0
2023-01-11,1,102,25,25,46.98,0,0,2,5,1
2023-01-11,1,103,41,23,51.46,0,0,2,5,0
2023-01-11,1,104,43,33,47.23,0,0,2,5,0
2023-01-11,1,105,24,14,47.37,0,0,2,3,0
2023-01-11,1,106,65,42,47.81,0,0,2,3,0
2023-01-11,1,107,71,29,54.25,0,0,2,3,0
2023-01-11,1,108,37,27,56.22,0,0,2,7,0
2023-01-11,1,109,37,22,49.34,0,0,2,7,0
2023-01-11,1,110,49,30,56.3,0,0,2,3,0
2023-01-11,2,101,76,48,50.85,0,0,2,3,0
2023-01-11,2,102,24,23,52.87,0,0,2,7,0
2023-01-11,2,103,29,21,53.51,0,0,2,7,0
2023-01-11,2,104,38,35,49.27,0,0,2,5,0
2023-01-11,2,105,30,30,53.31,0,0,2,7,1
2023-01-11,2,106,89,44,53.71,0,0,2,7,0
2023-01-11,2,107,61,61,55.57,0,0,2,5,1
2023-01-11,2,108,34,20,52.56,0,0,2,5,0
2023-01-11,2,109,34,22,57.53,0,0,2,7,0
2023-01-11,2,110,41,33,58.9,0,0,2,3,0
2023-01-11,3,101,47,47,54.92,0,0,2,7,0
2023-01-11,3,102,25,11,54.27,0,0,2,7,0
2023-01-11,3,103,27,20,55.68,0,0,2,3,0
2023-01-11,3,104,37,23,53.24,0,0,2,5,0
2023-01-11,3,105,23,16,49.53,0,0,2,3,0
2023-01-11,3,106,41,19,56.74,0,0,2,7,0
2023-01-11,3,107,58,33,55.54,0,0,2,5,0
2023-01-11,3,108,19,10,57.33,0,0,2,5,0
2023-01-11,3,109,29,14,58.98,0,0,2,7,0
2023-01-11,3,110,26,20,52.12,0,0,2,5,0
2023-01-12,1,101,111,80,46.49,1,0,3,7,0
2023-01-12,1,102,47,21,51.57,1,0,3,5,0
2023-01-12,1,103,46,31,50.92,0,0,3,5,0
2023-01-12,1,104,49,29,56.52,0,0,3,7,0
2023-01-12,1,105,29,29,55.66,0,0,3,7,0
2023-01-12,1,106,65,59,49.44,0,0,3,5,0
2023-01-12,1,107,61,45,52.04,0,0,3,5,0
2023-01-12,1,108,40,19,58.51,0,0,3,5,0
2023-01-12,1,109,47,27,55.08,1,0,3,7,0
2023-01-12,1,110,36,36,55.17,0,0,3,3,1
2023-01-12,2,101,66,62,52.32,0,0,3,5,0
2023-01-12,2,102,47,30,55.57,0,0,3,3,0
2023-01-12,2,103,48,24,53.47,0,0,3,3,0
2023-01-12,2,104,56,42,48.03,0,0,3,7,0
2023-01-12,2,105,55,24,48.73,0,0,3,3,0
2023-01-12,2,106,64,51,51.47,0,0,3,7,0
2023-01-12,2,107,92,47,49.37,0,0,3,7,0
2023-01-12,2,108,39,25,57.25,0,0,3,5,0
2023-01-12,2,109,31,31,59.08,0,0,3,3,1
2023-01-12,2,110,54,41,57.17,0,0,3,7,0
2023-01-12,3,101,55,28,47.73,0,0,3,7,0
2023-01-12,3,102,28,19,52.75,0,0,3,5,0
2023-01-12,3,103,29,19,53.62,0,0,3,5,0
2023-01-12,3,104,27,27,46.85,0,0,3,5,1
2023-01-12,3,105,38,19,55.34,0,0,3,7,0
2023-01-12,3,106,67,37,54.39,0,0,3,5,0
2023-01-12,3,107,61,31,54.68,0,0,3,7,0
2023-01-12,3,108,29,16,52.06,0,0,3,5,0
2023-01-12,3,109,30,18,59.65,0,0,3,5,0
2023-01-12,3,110,31,22,56.68,0,0,3,3,0
2023-01-13,1,101,68,41,51.88,0,0,4,5,0
2023-01-13,1,102,33,33,52.71,0,0,4,7,1
2023-01-13,1,103,35,33,56.29,0,0,4,3,0
2023-01-13,1,104,67,24,47.85,0,0,4,3,0
2023-01-13,1,105,48,24,47.82,0,0,4,5,0
2023-01-13,1,106,140,93,53.04,1,0,4,3,0
2023-01-13,1,107,73,62,49.77,0,0,4,7,0
2023-01-13,1,108,44,21,56.73,0,0,4,3,0
2023-01-13,1,109,58,24,55.9,0,0,4,5,0
2023-01-13,1,110,64,41,49.56,0,0,4,5,0
2023-01-13,2,101,104,57,54.01,0,0,4,7,0
2023-01-13,2,102,37,34,53.72,0,0,4,3,0
2023-01-13,2,103,62,42,54.78,0,0,4,3,0
2023-01-13,2,104,9,9,55.73,0,0,4,5,1
2023-01-13,2,105,44,31,53.27,0,0,4,5,0
2023-01-13,2,106,100,63,53.58,0,0,4,5,0
2023-01-13,2,107,84,81,49.91,0,0,4,7,0
2023-01-13,2,108,33,33,56.01,0,0,4,7,1
2023-01-13,2,109,37,37,50.63,0,0,4,5,1
2023-01-13,2,110,54,36,52.07,0,0,4,3,0
2023-01-13,3,101,59,47,47.41,0,0,4,7,0
2023-01-13,3,102,29,18,52.78,0,0,4,3,0
2023-01-13,3,103,30,22,53.32,0,0,4,5,0
2023-01-13,3,104,34,34,50.75,0,0,4,5,1
2023-01-13,3,105,27,27,48.79,0,0,4,7,1
2023-01-13,3,106,53,40,56.64,0,0,4,5,0
2023-01-13,3,107,74,41,51.5,0,0,4,7,0
2023-01-13,3,108,23,17,57.91,0,0,4,3,0
2023-01-13,3,109,31,28,52.67,0,0,4,7,0
2023-01-13,3,110,46,33,53.8,0,0,4,5,0
2023-01-14,1,101,107,87,48.42,1,0,5,3,0
2023-01-14,1,102,41,31,52.2,0,0,5,7,0
2023-01-14,1,103,54,27,55.65,0,0,5,7,0
2023-01-14,1,104,62,46,50.43,0,0,5,7,0
2023-01-14,1,105,56,31,49.72,0,0,5,3,0
2023-01-14,1,106,60,60,49.5,0,0,5,3,1
2023-01-14,1,107,94,68,49.26,0,0,5,7,0
2023-01-14,1,108,28,27,55.68,0,0,5,5,0
2023-01-14,1,109,49,28,54.15,0,0,5,5,0
2023-01-14,1,110,107,50,50.67,1,0,5,3,0
2023-01-14,2,101,128,68,50.55,0,0,5,3,0
2023-01-14,2,102,33,33,51.48,0,0,5,7,1
2023-01-14,2,103,51,44,49.48,0,0,5,5,0
2023-01-14,2,104,49,49,55.76,0,0,5,3,1
2023-01-14,2,105,61,39,56.89,0,0,5,3,0
2023-01-14,2,106,128,73,55.05,0,0,5,7,0
2023-01-14,2,107,85,61,58.16,0,0,5,5,0
2023-01-14,2,108,43,42,49.96,0,0,5,3,0
2023-01-14,2,109,60,27,55.37,0,0,5,3,0
2023-01-14,2,110,46,46,58.95,0,0,5,3,1
2023-01-14,3,101,76,51,51.18,0,0,5,5,0
2023-01-14,3,102,38,26,55.53,0,0,5,7,0
2023-01-14,3,103,42,23,50.41,0,0,5,7,0
2023-01-14,3,104,37,37,51.87,0,0,5,5,1
2023-01-14,3,105,28,25,50.38,0,0,5,5,0
2023-01-14,3,106,80,46,57.63,0,0,5,3,0
2023-01-14,3,107,88,55,52.75,0,0,5,3,0
2023-01-14,3,108,22,19,51.54,0,0,5,5,0
2023-01-14,3,109,4,4,57.29,0,0,5,3,1
2023-01-14,3,110,35,26,52.62,0,0,5,5,0
2023-01-15,1,101,94,55,50.52,0,0,6,3,0
2023-01-15,1,102,32,29,50.06,0,0,6,7,0
2023-01-15,1,103,52,27,54.53,0,0,6,3,0
2023-01-15,1,104,59,40,49.8,0,0,6,5,0
2023-01-15,1,105,3,3,53.31,0,0,6,5,1
2023-01-15,1,106,94,45,53.19,0,0,6,7,0
2023-01-15,1,107,56,53,49.65,0,0,6,7,0
2023-01-15,1,108,35,14,51.8,0,0,6,3,0
2023-01-15,1,109,35,22,49.78,0,0,6,5,0
2023-01-15,1,110,61,40,58.43,0,0,6,7,0
2023-01-15,2,101,93,65,49.78,0,0,6,7,0
2023-01-15,2,102,51,51,46.15,1,0,6,5,1
2023-01-15,2,103,58,40,55.51,0,0,6,7,0
2023-01-15,2,104,4,4,52.01,0,0,6,7,1
2023-01-15,2,105,60,24,53.23,0,0,6,3,0
2023-01-15,2,106,59,59,50.36,0,0,6,5,1
2023-01-15,2,107,107,51,51.34,0,0,6,5,0
2023-01-15,2,108,38,38,55.16,0,0,6,7,1
2023-01-15,2,109,51,40,55.24,0,0,6,7,0
2023-01-15,2,110,51,33,51.58,0,0,6,7,0
2023-01-15,3,101,73,41,49.35,0,0,6,7,0
2023-01-15,3,102,0,0,47.07,0,0,6,3,1
2023-01-15,3,103,23,13,48.9,0,0,6,7,0
2023-01-15,3,104,32,32,53.49,0,0,6,7,1
2023-01-15,3,105,21,12,52.73,0,0,6,7,0
2023-01-15,3,106,4,4,56.25,0,0,6,5,1
2023-01-15,3,107,75,39,49.98,0,0,6,7,0
2023-01-15,3,108,25,20,56.79,0,0,6,3,0
2023-01-15,3,109,28,27,54.95,0,0,6,7,0
2023-01-15,3,110,38,25,52.43,0,0,6,7,0
2023-01-16,1,101,60,36,50.85,0,0,0,3,0
2023-01-16,1,102,30,24,52.02,0,0,0,7,0
2023-01-16,1,103,60,28,51.22,1,0,0,7,0
2023-01-16,1,104,36,20,51.29,0,0,0,5,0
2023-01-16,1,105,33,29,51.87,0,0,0,3,0
2023-01-16,1,106,76,39,52.11,0,0,0,5,0
2023-01-16,1,107,70,42,57.85,0,0,0,7,0
2023-01-16,1,108,34,22,56.87,0,0,0,7,0
2023-01-16,1,109,33,23,59.31,0,0,0,5,0
2023-01-16,1,110,39,27,57.3,0,0,0,5,0
2023-01-16,2,101,55,55,46.84,0,0,0,5,1
2023-01-16,2,102,35,21,55.06,0,0,0,5,0
2023-01-16,2,103,37,26,50.73,0,0,0,7,0
2023-01-16,2,104,47,33,50.92,0,0,0,3,0
2023-01-16,2,105,38,29,57.22,0,0,0,7,0
2023-01-16,2,106,76,50,50.97,0,0,0,3,0
2023-01-16,2,107,65,57,48.76,0,0,0,3,0
2023-01-16,2,108,33,26,51.49,0,0,0,5,0
2023-01-16,2,109,45,24,52.69,0,0,0,5,0
2023-01-16,2,110,36,32,58.12,0,0,0,5,0
2023-01-16,3,101,56,24,53.49,0,0,0,5,0
2023-01-16,3,102,24,19,47.78,0,0,0,3,0
2023-01-16,3,103,26,16,47.49,0,0,0,3,0
2023-01-16,3,104,29,18,54.02,0,0,0,5,0
2023-01-16,3,105,29,23,48.86,0,0,0,3,0
2023-01-16,3,106,36,30,54.66,0,0,0,5,0
2023-01-16,3,107,41,32,53.06,0,0,0,7,0
2023-01-16,3,108,20,12,52.18,0,0,0,3,0
2023-01-16,3,109,32,21,56.41,0,0,0,3,0
